MB2025_V1_00,General_Electoral_Population,Māori_Electoral_Population
4005197,69,42
4005198,-999,-999
4005199,165,9
4005200,156,-999
4005201,-999,-999
4005202,129,6
4005203,129,9
4005204,-999,-999
4005205,54,-999
4005207,132,6
4005208,78,6
4005209,123,6
4005210,90,9
4005211,120,15
4005212,102,6
4005213,96,6
4005214,84,-999
4005215,90,-999
4005216,78,12
4005217,123,-999
4005218,87,-999
4005219,105,-999
4005220,33,-999
4005221,102,6
4005222,54,-999
4005223,102,-999
4005224,105,-999
4005225,78,6
4005226,87,-999
4005227,135,6
4005228,96,-999
4005229,105,-999
4005230,105,12
4005231,-999,-999
4005232,66,-999
4005233,96,-999
4005234,105,6
4005235,-999,-999
4005236,15,-999
4005237,102,12
4005238,114,12
4005239,87,6
4005240,75,-999
4005241,177,-999
4005242,9,-999
4005243,138,15
4005244,132,-999
4005245,-999,-999
4005246,144,15
4005247,108,-999
4005248,126,-999
4005249,90,6
4005250,-999,-999
4005251,84,-999
4005252,123,9
4005253,135,-999
4005254,93,6
4005255,90,-999
4005256,75,6
4005257,99,27
4005258,105,18
4005259,297,9
4005260,93,6
4005261,-999,-999
4005262,99,24
4005263,117,24
4005264,120,12
4005265,135,18
4005266,114,21
4005267,111,9
4005268,96,24
4005269,45,48
4005270,114,-999
4005271,111,15
4005272,90,18
4005273,84,-999
4005274,96,-999
4005275,117,15
4005276,117,-999
4005277,96,18
4005278,-999,-999
4005279,162,15
4005280,87,15
4005281,171,9
4005282,150,12
4005283,222,6
4005284,156,21
4005286,102,-999
4005287,180,9
4005288,102,-999
4005289,189,18
4005290,141,21
4005291,66,45
4005292,24,-999
4005293,108,15
4005294,99,9
4005295,156,18
4005296,126,-999
4005297,138,6
4005298,126,-999
4005299,144,-999
4005300,192,-999
4005303,81,-999
4005304,138,12
4005305,153,9
4005306,9,-999
4005307,102,12
4005308,102,-999
4005309,150,6
4005310,177,12
4005311,381,6
4005312,69,12
4005313,-999,-999
4005314,102,-999
4005317,99,-999
4005318,126,15
4005319,27,-999
4005320,21,-999
4005321,18,-999
4005322,39,-999
4005323,36,-999
4005324,102,-999
4005325,102,-999
4005326,120,-999
4005328,48,-999
4005329,66,6
4005331,117,6
4005332,156,9
4005333,114,-999
4005336,114,-999
4005337,117,-999
4005338,123,-999
4005339,132,-999
4005340,15,-999
4005341,39,-999
4005342,18,-999
4005343,39,-999
4005344,84,78
4005345,78,45
4005346,69,12
4005347,75,9
4005349,12,-999
4005350,12,-999
4005351,117,-999
4005352,81,-999
4005353,114,12
4005354,114,-999
4005355,15,-999
4005356,12,-999
4005357,45,-999
4005359,96,9
4005360,48,6
4005361,9,-999
4005362,120,9
4005363,117,15
4005364,117,21
4005365,99,6
4005366,210,33
4005367,144,30
4005368,150,-999
4005369,87,6
4005370,60,-999
4005371,30,9
4005372,30,-999
4005373,153,9
4005374,78,6
4005375,114,6
4005376,156,-999
4005377,123,-999
4005378,93,-999
4005379,6,-999
4005380,69,9
4005381,93,9
4005382,12,-999
4005383,21,-999
4005384,9,-999
4005385,66,-999
4005386,132,-999
4005387,72,-999
4005388,78,-999
4005389,-999,-999
4005390,81,-999
4005391,63,-999
4005392,54,-999
4005393,-999,-999
4005394,42,42
4005395,96,-999
4005396,93,-999
4005397,84,-999
4005398,-999,-999
4005399,99,-999
4005400,99,-999
4005401,57,-999
4005402,75,-999
4005403,-999,-999
4005404,111,-999
4005405,123,6
4005406,117,-999
4005407,39,6
4005408,111,-999
4005409,93,-999
4005410,36,-999
4005411,222,-999
4005412,102,-999
4005413,132,-999
4005414,168,15
4005415,75,6
4005416,54,-999
4005417,39,-999
4005418,21,-999
4005419,33,-999
4005420,6,-999
4005421,54,-999
4005422,63,-999
4005423,90,-999
4005424,90,6
4005425,81,9
4005426,156,-999
4005427,144,9
4005428,144,-999
4005429,111,12
4005430,93,6
4005431,120,24
4005432,147,12
4005433,144,30
4005434,81,-999
4005435,93,21
4005436,69,-999
4005437,114,6
4005438,168,9
4005439,147,9
4005440,114,9
4005441,102,-999
4005442,123,6
4005443,144,9
4005444,141,-999
4005445,99,6
4005446,117,12
4005447,90,6
4005448,87,6
4005449,99,6
4005450,195,15
4005451,108,12
4005452,135,6
4005453,93,-999
4005454,153,30
4005455,156,9
4005456,69,-999
4005457,114,27
4005458,147,18
4005459,153,30
4005460,123,12
4005461,-999,-999
4005462,102,9
4005463,81,6
4005464,114,-999
4005465,120,-999
4005466,162,-999
4005467,93,-999
4005468,150,9
4005469,198,15
4005470,108,9
4005471,123,9
4005473,177,9
4005474,126,-999
4005475,129,-999
4005476,117,21
4005477,96,6
4005478,87,-999
4005479,150,6
4005480,108,-999
4005482,69,-999
4005483,294,9
4005484,75,9
4005485,-999,-999
4005486,111,-999
4005487,66,-999
4005488,105,12
4005489,87,-999
4005490,96,-999
4005491,96,-999
4005492,-999,-999
4005493,75,-999
4005494,111,6
4005495,63,6
4005496,99,-999
4005497,102,-999
4005498,102,-999
4005499,174,-999
4005500,111,-999
4005501,72,-999
4005502,72,-999
4005503,117,-999
4005504,132,6
4005505,93,9
4005506,72,-999
4005507,75,-999
4005508,93,-999
4005509,114,12
4005510,147,18
4005511,-999,-999
4005512,165,-999
4005513,102,6
4005514,165,-999
4005515,123,-999
4005516,111,6
4005517,102,9
4005518,120,-999
4005519,111,6
4005520,132,39
4005521,81,24
4005522,81,72
4005523,114,18
4005524,72,48
4005525,171,45
4005526,129,9
4005527,108,-999
4005528,81,6
4005529,93,15
4005530,66,9
4005531,117,33
4005532,54,6
4005533,69,66
4005534,-999,-999
4005535,72,15
4005536,90,18
4005537,45,-999
4005538,123,9
4005539,102,48
4005540,108,39
4005541,84,36
4005542,99,39
4005543,69,33
4005544,9,-999
4005545,78,12
4005546,96,30
4005547,132,12
4005548,66,12
4005549,135,15
4005550,141,21
4005551,81,6
4005552,156,6
4005553,102,9
4005554,123,-999
4005555,126,-999
4005557,114,6
4005558,117,6
4005559,180,6
4005560,-999,-999
4005561,120,-999
4005562,90,21
4005563,153,6
4005564,114,-999
4005565,129,-999
4005566,75,18
4005567,78,9
4005568,75,15
4005569,174,6
4005570,123,-999
4005571,126,-999
4005572,129,6
4005573,111,15
4005574,135,-999
4005575,132,6
4005576,108,-999
4005577,114,18
4005578,78,12
4005579,153,15
4005580,162,21
4005582,81,99
4005583,132,6
4005584,84,-999
4005585,-999,-999
4005586,60,6
4005587,87,-999
4005588,75,12
4005589,75,6
4005590,132,15
4005591,-999,-999
4005592,111,-999
4005593,9,-999
4005594,30,12
4005595,66,12
4005596,150,-999
4005597,120,-999
4005598,108,63
4005599,90,54
4005600,102,-999
4005601,141,9
4005602,138,-999
4005603,36,6
4005604,171,21
4005605,126,27
4005606,111,6
4005607,102,-999
4005608,138,-999
4005609,72,-999
4005610,99,9
4005611,84,6
4005612,84,9
4005613,156,-999
4005614,84,6
4005615,147,12
4005616,156,24
4005617,225,-999
4005618,105,-999
4005619,102,30
4005620,48,12
4005621,93,-999
4005622,90,6
4005623,117,6
4005624,135,6
4005625,132,9
4005626,99,12
4005627,129,39
4005628,126,30
4005629,129,9
4005630,81,6
4005631,135,-999
4005632,114,6
4005633,132,9
4005634,75,6
4005635,147,-999
4005636,132,12
4005637,126,-999
4005638,123,-999
4005639,138,24
4005640,117,-999
4005643,120,9
4005644,117,-999
4005645,90,6
4005646,42,9
4005647,117,-999
4005648,72,6
4005649,129,-999
4005650,126,6
4005651,114,-999
4005652,84,12
4005653,24,-999
4005654,78,-999
4005655,102,18
4005656,66,-999
4005657,159,6
4005658,165,6
4005659,117,18
4005660,129,6
4005661,108,-999
4005662,108,-999
4005663,117,6
4005664,111,-999
4005665,105,-999
4005666,90,6
4005667,126,39
4005668,42,60
4005669,48,63
4005670,120,-999
4005671,96,-999
4005672,9,-999
4005673,21,12
4005674,39,-999
4005675,120,-999
4005676,105,-999
4005677,18,21
4005678,42,27
4005679,30,-999
4005680,48,6
4005681,168,-999
4005683,108,6
4005684,87,9
4005685,108,-999
4005686,69,12
4005687,-999,-999
4005688,12,-999
4005689,27,-999
4005690,33,-999
4005692,99,9
4005694,129,6
4005695,93,-999
4005696,129,9
4005697,99,-999
4005698,72,9
4005699,84,6
4005700,132,6
4005701,87,9
4005702,189,12
4005705,105,-999
4005706,48,-999
4005707,33,-999
4005708,15,6
4005709,42,-999
4005710,69,12
4005711,54,6
4005712,81,-999
4005713,117,15
4005714,105,12
4005715,-999,-999
4005716,45,6
4005717,39,-999
4005718,45,-999
4005719,51,6
4005720,39,-999
4005721,108,-999
4005722,96,-999
4005723,93,-999
4005724,54,15
4005725,93,9
4005726,87,6
4005727,30,18
4005728,93,9
4005729,111,-999
4005730,90,-999
4005731,57,6
4005732,33,6
4005733,81,6
4005734,114,6
4005735,84,18
4005736,57,42
4005737,105,-999
4005738,165,33
4005739,111,12
4005740,-999,-999
4005741,90,21
4005742,78,9
4005743,93,45
4005744,96,12
4005745,147,18
4005747,81,-999
4005748,63,12
4005749,84,6
4005750,105,15
4005751,111,12
4005752,111,-999
4005753,75,-999
4005754,57,12
4005755,66,9
4005756,114,-999
4005757,105,-999
4005758,108,-999
4005759,93,-999
4005760,117,-999
4005761,111,6
4005762,93,15
4005763,171,12
4005764,114,6
4005765,84,6
4005766,72,6
4005767,123,6
4005768,6,6
4005769,24,-999
4005770,-999,-999
4005771,87,-999
4005772,129,30
4005773,99,-999
4005774,102,-999
4005775,102,6
4005776,63,6
4005777,93,-999
4005778,123,-999
4005779,69,-999
4005780,93,12
4005781,108,18
4005782,69,9
4005783,66,6
4005784,93,-999
4005785,84,-999
4005786,33,-999
4005787,72,-999
4005788,117,-999
4005789,102,15
4005790,102,21
4005791,72,-999
4005792,63,-999
4005793,93,18
4005794,57,18
4005795,111,12
4005796,78,-999
4005797,9,-999
4005798,87,6
4005799,75,-999
4005800,126,24
4005801,69,45
4005802,75,27
4005803,66,27
4005804,117,-999
4005805,87,-999
4005806,78,9
4005807,180,15
4005808,24,6
4005809,141,6
4005811,138,6
4005812,51,-999
4005813,105,36
4005814,90,24
4005816,78,15
4005817,51,27
4005818,69,30
4005819,108,-999
4005820,69,-999
4005821,99,6
4005822,87,-999
4005823,66,69
4005824,60,102
4005825,93,-999
4005826,111,-999
4005827,114,12
4005828,126,9
4005829,87,6
4005830,96,6
4005831,174,-999
4005832,138,-999
4005833,174,-999
4005834,102,-999
4005835,105,69
4005836,78,24
4005837,90,-999
4005838,75,-999
4005839,63,-999
4005840,69,-999
4005841,69,9
4005842,174,15
4005843,90,6
4005844,75,-999
4005845,93,-999
4005846,105,9
4005847,90,-999
4005848,105,-999
4005849,102,-999
4005850,87,-999
4005851,81,6
4005852,36,-999
4005853,63,-999
4005854,72,93
4005855,57,105
4005856,78,15
4005857,87,6
4005858,75,9
4005859,78,6
4005860,174,12
4005861,102,-999
4005862,162,9
4005863,54,-999
4005864,108,-999
4005865,105,-999
4005866,138,6
4005867,102,-999
4005868,81,12
4005869,63,6
4005870,117,-999
4005871,138,-999
4005872,195,-999
4005873,75,33
4005874,75,21
4005875,90,-999
4005876,120,15
4005877,60,-999
4005878,60,6
4005879,123,18
4005880,63,12
4005881,-999,-999
4005882,189,-999
4005883,117,-999
4005884,-999,-999
4005885,15,-999
4005886,15,-999
4005887,24,-999
4005888,135,-999
4005889,126,6
4005890,111,6
4005891,153,6
4005892,117,-999
4005893,135,18
4005894,-999,-999
4005895,6,-999
4005896,99,6
4005897,150,12
4005898,129,-999
4005899,93,9
4005901,36,-999
4005902,93,9
4005903,93,-999
4005904,57,-999
4005905,75,-999
4005906,93,21
4005907,39,-999
4005909,93,12
4005910,78,27
4005911,81,-999
4005912,135,-999
4005913,180,30
4005914,165,27
4005915,111,-999
4005916,138,9
4005917,117,27
4005918,60,30
4005919,93,15
4005920,51,15
4005923,96,6
4005924,147,6
4005925,216,12
4005926,111,6
4005927,36,-999
4005928,48,-999
4005929,-999,-999
4005930,9,-999
4005931,12,-999
4005932,18,-999
4005934,6,-999
4005935,78,30
4005936,99,15
4005937,72,45
4005938,54,6
4005939,96,6
4005940,81,9
4005941,147,6
4005942,111,-999
4005943,204,6
4005944,114,18
4005945,60,6
4005946,144,15
4005947,69,9
4005948,105,-999
4005949,168,6
4005950,174,30
4005952,60,-999
4005953,225,12
4005954,111,-999
4005955,33,-999
4005956,33,-999
4005957,-999,-999
4005958,90,87
4005959,174,18
4005960,96,-999
4005961,87,6
4005962,120,-999
4005963,93,-999
4005964,84,6
4005965,69,36
4005966,72,24
4005967,66,21
4005968,78,27
4005969,45,-999
4005970,99,6
4005971,126,18
4005973,75,6
4005974,81,123
4005975,69,9
4005976,72,45
4005977,90,27
4005978,132,36
4005979,174,12
4005980,105,12
4005981,165,21
4005982,84,36
4005983,99,42
4005984,87,12
4005985,114,6
4005986,102,21
4005987,90,18
4005988,141,9
4005989,126,6
4005991,99,-999
4005992,81,21
4005993,81,15
4005994,132,6
4005995,150,9
4005996,90,39
4005997,93,30
4005998,87,30
4005999,54,30
4006000,165,6
4006001,102,6
4006002,81,42
4006003,66,30
4006004,99,84
4006005,78,24
4006006,51,6
4006007,39,-999
4006008,222,33
4006009,105,-999
4006010,120,45
4006011,54,102
4006014,90,66
4006015,87,60
4006016,117,-999
4006017,150,9
4006018,102,9
4006019,132,21
4006020,156,39
4006021,162,-999
4006022,90,6
4006023,27,-999
4006024,69,-999
4006025,-999,-999
4006026,78,-999
4006027,-999,-999
4006028,39,-999
4006029,204,-999
4006030,180,6
4006031,72,-999
4006032,69,9
4006033,66,-999
4006034,21,-999
4006035,87,-999
4006036,51,-999
4006037,78,-999
4006038,84,-999
4006039,27,15
4006040,-999,-999
4006041,66,-999
4006042,66,-999
4006043,216,15
4006044,-999,-999
4006045,-999,-999
4006046,108,-999
4006047,102,-999
4006048,-999,-999
4006049,-999,-999
4006050,48,6
4006051,84,-999
4006052,9,-999
4006053,75,9
4006054,99,-999
4006055,90,9
4006056,69,6
4006057,-999,-999
4006058,66,-999
4006059,84,-999
4006060,-999,-999
4006061,42,-999
4006062,30,-999
4006063,48,6
4006064,45,-999
4006065,156,15
4006066,60,24
4006067,72,-999
4006068,60,6
4006069,39,-999
4006070,117,-999
4006071,90,9
4006072,102,-999
4006073,99,15
4006074,66,-999
4006075,66,9
4006076,102,9
4006077,45,6
4006078,120,-999
4006079,93,-999
4006080,-999,-999
4006081,30,12
4006082,69,-999
4006083,57,9
4006084,60,12
4006085,198,12
4006086,108,24
4006087,81,15
4006088,63,-999
4006089,9,-999
4006090,105,6
4006091,75,24
4006092,81,24
4006093,123,18
4006094,75,27
4006095,-999,-999
4006096,108,12
4006097,117,27
4006098,102,27
4006099,69,33
4006101,114,9
4006102,90,6
4006103,147,18
4006104,210,30
4006105,240,12
4006106,162,18
4006107,171,6
4006108,132,-999
4006109,78,-999
4006110,-999,-999
4006111,141,-999
4006112,87,-999
4006113,117,6
4006114,165,12
4006115,102,9
4006116,99,-999
4006117,6,-999
4006118,114,-999
4006119,84,-999
4006120,108,-999
4006121,150,6
4006122,150,6
4006124,129,-999
4006125,150,9
4006126,147,-999
4006127,120,-999
4006128,168,6
4006129,138,-999
4006130,93,-999
4006131,114,-999
4006132,108,6
4006133,117,138
4006134,159,-999
4006135,171,-999
4006136,-999,-999
4006137,75,6
4006138,90,-999
4006139,117,-999
4006140,66,-999
4006141,69,-999
4006142,84,-999
4006144,111,12
4006145,201,69
4006147,219,21
4006148,210,-999
4006149,108,-999
4006150,147,6
4006151,-999,-999
4006152,39,-999
4006153,72,-999
4006154,57,-999
4006155,45,-999
4006156,150,-999
4006157,120,-999
4006158,135,12
4006159,84,-999
4006160,90,12
4006161,201,6
4006162,120,9
4006163,39,-999
4006164,45,-999
4006165,24,-999
4006166,33,-999
4006167,42,-999
4006168,57,-999
4006169,69,-999
4006170,156,6
4006171,126,-999
4006172,-999,-999
4006173,81,-999
4006174,84,9
4006175,153,-999
4006176,141,-999
4006177,9,-999
4006178,78,-999
4006179,60,-999
4006180,66,-999
4006181,147,-999
4006182,117,-999
4006183,231,12
4006184,216,-999
4006185,114,9
4006186,144,21
4006187,129,24
4006188,129,-999
4006189,138,-999
4006190,129,21
4006191,165,12
4006192,72,-999
4006193,99,-999
4006194,84,-999
4006195,99,-999
4006196,108,-999
4006197,111,6
4006198,168,12
4006199,108,6
4006200,87,-999
4006201,147,-999
4006202,135,-999
4006203,60,-999
4006204,75,-999
4006205,72,12
4006206,126,6
4006207,138,-999
4006208,72,-999
4006209,90,9
4006210,66,-999
4006211,111,-999
4006212,48,-999
4006214,81,-999
4006215,138,-999
4006216,132,-999
4006217,57,-999
4006218,54,-999
4006219,36,-999
4006220,117,9
4006221,108,6
4006222,105,-999
4006223,48,-999
4006224,129,-999
4006225,135,-999
4006226,147,-999
4006227,108,-999
4006228,126,-999
4006229,99,-999
4006230,87,-999
4006231,93,-999
4006232,147,9
4006233,69,-999
4006234,81,-999
4006235,114,-999
4006236,84,-999
4006237,144,-999
4006238,96,-999
4006239,108,18
4006240,93,6
4006241,171,36
4006242,84,12
4006243,135,15
4006244,-999,-999
4006245,174,-999
4006246,147,9
4006248,126,12
4006249,30,-999
4006250,24,-999
4006251,120,9
4006252,150,12
4006253,150,12
4006254,177,12
4006255,60,18
4006256,36,-999
4006257,114,6
4006258,93,6
4006259,66,-999
4006260,-999,-999
4006261,66,9
4006262,81,6
4006263,90,9
4006264,105,9
4006265,78,-999
4006266,69,9
4006267,63,6
4006268,63,-999
4006269,75,9
4006270,63,-999
4006271,60,-999
4006272,51,9
4006273,48,-999
4006274,72,-999
4006275,39,-999
4006276,81,9
4006277,96,9
4006278,57,-999
4006279,72,-999
4006280,111,15
4006281,45,-999
4006282,69,18
4006283,168,12
4006284,138,15
4006285,117,-999
4006286,105,-999
4006287,108,6
4006288,150,24
4006289,66,6
4006290,138,9
4006291,105,24
4006292,63,12
4006293,60,9
4006296,123,12
4006297,69,-999
4006298,129,21
4006299,105,6
4006300,117,-999
4006301,87,-999
4006302,147,6
4006303,84,24
4006304,141,12
4006305,120,9
4006306,75,6
4006307,120,-999
4006308,138,12
4006309,132,15
4006310,42,-999
4006311,75,-999
4006312,81,-999
4006313,84,6
4006314,39,-999
4006315,78,6
4006316,87,21
4006317,33,9
4006318,126,24
4006319,117,9
4006320,177,6
4006321,6,-999
4006322,21,-999
4006323,36,-999
4006324,78,-999
4006325,111,-999
4006326,120,9
4006327,114,15
4006328,135,12
4006329,126,12
4006330,36,-999
4006331,21,-999
4006335,201,-999
4006336,117,12
4006337,99,-999
4006338,-999,-999
4006339,114,-999
4006340,129,-999
4006341,81,6
4006342,84,6
4006343,60,12
4006344,60,-999
4006345,84,12
4006346,66,-999
4006347,63,6
4006348,81,-999
4006349,99,12
4006350,210,-999
4006351,168,9
4006352,126,-999
4006353,105,-999
4006354,93,6
4006355,111,21
4006356,54,-999
4006357,12,-999
4006358,54,-999
4006359,78,9
4006360,99,-999
4006361,105,15
4006362,63,-999
4006363,69,9
4006364,63,-999
4006365,75,-999
4006366,99,-999
4006367,78,6
4006368,129,6
4006369,111,-999
4006370,81,-999
4006371,63,-999
4006372,51,15
4006373,93,9
4006374,54,-999
4006375,99,6
4006376,84,-999
4006377,147,30
4006378,138,6
4006379,132,6
4006380,75,-999
4006381,96,-999
4006382,138,-999
4006383,-999,-999
4006384,162,6
4006385,165,12
4006386,93,-999
4006387,66,12
4006388,102,54
4006389,87,21
4006390,93,24
4006391,126,9
4006392,159,9
4006393,120,27
4006394,114,-999
4006395,78,6
4006396,78,-999
4006397,54,-999
4006398,87,-999
4006399,-999,-999
4006400,21,15
4006401,192,12
4006402,48,-999
4006403,84,-999
4006404,-999,-999
4006405,33,9
4006406,66,6
4006407,21,-999
4006409,108,9
4006410,135,6
4006411,138,12
4006412,192,-999
4006413,144,9
4006414,165,9
4006415,120,12
4006416,90,15
4006418,117,24
4006419,111,-999
4006420,153,6
4006421,144,-999
4006422,90,-999
4006423,90,-999
4006424,132,-999
4006425,195,-999
4006426,69,-999
4006427,6,-999
4006428,153,9
4006429,120,-999
4006430,69,-999
4006431,207,21
4006432,144,6
4006433,129,27
4006434,78,12
4006435,69,-999
4006436,54,9
4006437,84,-999
4006438,141,9
4006439,219,6
4006440,138,-999
4006441,27,-999
4006442,78,6
4006443,180,6
4006444,99,9
4006445,162,12
4006446,126,15
4006447,99,-999
4006448,69,15
4006449,24,-999
4006450,9,-999
4006451,159,12
4006452,114,-999
4006453,129,9
4006455,114,15
4006456,84,12
4006457,66,24
4006458,171,15
4006459,117,21
4006460,162,15
4006461,126,24
4006462,120,24
4006463,96,15
4006464,-999,-999
4006465,93,30
4006466,141,6
4006467,138,-999
4006468,72,-999
4006469,102,-999
4006471,159,-999
4006472,99,9
4006473,93,51
4006474,120,36
4006475,123,6
4006476,99,-999
4006477,126,-999
4006478,174,-999
4006479,129,15
4006480,114,9
4006481,117,6
4006482,69,-999
4006483,87,-999
4006484,111,51
4006485,156,54
4006486,99,15
4006487,99,36
4006488,57,27
4006489,90,6
4006490,96,-999
4006491,126,-999
4006492,123,-999
4006493,171,-999
4006494,144,-999
4006495,171,-999
4006496,117,-999
4006497,138,6
4006498,126,-999
4006499,156,6
4006500,81,9
4006501,108,6
4006502,99,-999
4006503,147,-999
4006504,90,-999
4006505,132,-999
4006506,123,-999
4006507,162,9
4006508,123,-999
4006509,30,129
4006510,78,36
4006511,111,-999
4006512,120,-999
4006514,108,6
4006515,138,-999
4006516,105,-999
4006517,120,-999
4006519,117,-999
4006520,114,-999
4006521,129,-999
4006522,93,-999
4006523,135,6
4006524,123,6
4006525,129,6
4006526,111,6
4006527,135,36
4006528,72,6
4006529,150,-999
4006530,120,-999
4006531,201,30
4006532,78,9
4006533,141,-999
4006534,66,-999
4006535,102,-999
4006536,111,-999
4006537,162,-999
4006538,96,-999
4006539,90,-999
4006540,93,-999
4006541,126,-999
4006542,99,-999
4006543,9,-999
4006544,126,-999
4006545,78,-999
4006546,156,9
4006547,87,-999
4006548,144,21
4006549,219,24
4006550,114,6
4006551,90,-999
4006552,165,-999
4006553,78,-999
4006554,48,-999
